videoStatus,videoTitle,playlistTitle,recoveredAt,publishedAt,YouTubeLink,CreatorName
PRIVATE,"Private video","fave videos",,2021-11-26T15:27:32+01:00,https://www.youtube.com/watch?v=OTjkfvpzYWA,"not available"
PRIVATE,"Private video","fave videos",,2021-12-24T17:00:56+01:00,https://www.youtube.com/watch?v=5isBACrwhjI,"not available"
PRIVATE,"Private video","fave videos",,2021-11-24T16:35:50+01:00,https://www.youtube.com/watch?v=BuHfo6gstmg,"not available"
PRIVATE,"Private video","fave videos",,2021-11-28T17:10:51+01:00,https://www.youtube.com/watch?v=zRqx_LgkE_Q,"not available"
PRIVATE,"Private video","fave videos",,2021-12-24T17:13:37+01:00,https://www.youtube.com/watch?v=xrDDvTMz4fQ,"not available"
PRIVATE,"Private video","fave videos",,2021-11-27T22:06:16+01:00,https://www.youtube.com/watch?v=de-IW5tnLr0,"not available"
PRIVATE,"Private video","fave videos",,2021-12-12T10:13:08+01:00,https://www.youtube.com/watch?v=F5zB3tOzwuQ,"not available"
PRIVATE,"Private video","fave videos",,2022-01-03T00:19:07+01:00,https://www.youtube.com/watch?v=_UINQBTzxUA,"not available"
PRIVATE,"Private video","fave videos",,2021-12-24T16:41:58+01:00,https://www.youtube.com/watch?v=jqdi5DpjXbQ,"not available"
PRIVATE,"Private video",pop,,2021-11-24T16:35:46+01:00,https://www.youtube.com/watch?v=BuHfo6gstmg,"not available"
PRIVATE,"Private video",pop,,2021-11-26T15:27:33+01:00,https://www.youtube.com/watch?v=OTjkfvpzYWA,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-12-24T17:00:56+01:00,https://www.youtube.com/watch?v=5isBACrwhjI,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-11-28T17:10:51+01:00,https://www.youtube.com/watch?v=zRqx_LgkE_Q,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-12-12T10:13:08+01:00,https://www.youtube.com/watch?v=F5zB3tOzwuQ,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-11-27T22:06:17+01:00,https://www.youtube.com/watch?v=de-IW5tnLr0,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-12-24T17:13:37+01:00,https://www.youtube.com/watch?v=xrDDvTMz4fQ,"not available"
PRIVATE,"Private video","satisfiying videos",,2022-04-10T23:55:44+02:00,https://www.youtube.com/watch?v=yg9lfyL9CEo,"not available"
PRIVATE,"Private video","satisfiying videos",,2022-01-03T00:19:09+01:00,https://www.youtube.com/watch?v=_UINQBTzxUA,"not available"
PRIVATE,"Private video","satisfiying videos",,2021-12-24T16:41:57+01:00,https://www.youtube.com/watch?v=jqdi5DpjXbQ,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2021-11-26T15:27:31+01:00,https://www.youtube.com/watch?v=OTjkfvpzYWA,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2021-12-24T17:00:58+01:00,https://www.youtube.com/watch?v=5isBACrwhjI,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2022-02-16T17:42:45+01:00,https://www.youtube.com/watch?v=cvUgl1sT0Ac,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2021-12-24T17:13:36+01:00,https://www.youtube.com/watch?v=xrDDvTMz4fQ,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2021-12-12T10:13:10+01:00,https://www.youtube.com/watch?v=F5zB3tOzwuQ,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2022-01-03T00:19:07+01:00,https://www.youtube.com/watch?v=_UINQBTzxUA,"not available"
PRIVATE,"Private video","Shabnam the wengie",,2021-12-24T16:41:57+01:00,https://www.youtube.com/watch?v=jqdi5DpjXbQ,"not available"
