ExportComments.com,,,,,,
Source URL,https://www.instagram.com/p/CJxou7GBvDf/,,,,,
"CLICK HERE TO EXPORT ALL 11,409 COMMENTS FOR ONLY $45",,,,,,
,,,,,,
,,,,,,
,,Name (click to view profile),Date,Likes,Comment,(view source)
85,,logetray,17/07/22 03:17:09,0,"happy 1 yrar my live Olivia I love you soo The best one in my life The best singer for me you are so Beautiful 
I wish you a happy life I love you so much😢😢💞",view comment
86,,logetray,17/07/22 03:18:03,0,Olivia I love you sooooooooooooooooo much💞💞💞,view comment
87,,logetray,17/07/22 03:18:54,0,you are so Beautiful😢,view comment
88,,logetray,17/07/22 03:19:10,0,I looooooovvvveeee yyyyyyoouuuuuu💞💞💞💞💞💞💞💞💞💞💞,view comment
89,,logetray,17/07/22 03:22:03,0,"OMG!!! Olivia, are you human like us? No, you are not human, you are an angel in the form of a human being, how lucky I am that I met you on social media. I wish you a nice day, I love you once💞💞💞💞",view comment
90,,zelllllcrnl,22/07/22 16:26:24,0,Fighter💪🍓💜💜💜💜💜💜,view comment
91,,coravistain,24/07/22 01:15:39,0,Girlllll Im homeschooled just like u. I don't get prom either!!,view comment
92,,livxmay0,24/07/22 14:39:41,0,I LOVE TO SEE YOU SUCCEED❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹,view comment
93,,cxjqx,26/07/22 00:41:13,0,I really love you so much,view comment
94,,tvd_area,27/07/22 10:13:15,0,@cxjqx I see you all the time in Olivia comments 😂😍,view comment
95,,cxjqx,27/07/22 23:55:08,0,@tvd_area HAHAHAHA I'm sorry I love her,view comment
96,,esti_aesthetics,03/08/22 13:25:04,0,Cool girl🔥love you 😍,view comment
97,,gol.rozzi,07/08/22 09:47:28,0,Smile like a Angel,view comment
98,,eat_shoot_share,09/08/22 07:04:49,0,🔥🔥🔥🔥,view comment
99,,uthv__1190,16/08/22 13:54:55,0,congratulations,view comment
100,,naylavnedr,24/08/22 09:40:33,0,نسنسنسمم احبك واحب الاغنيه ذي,view comment
