ExportComments.com,,,,,,
Source URL,https://www.instagram.com/p/CJrf7hohC3a/,,,,,
"CLICK HERE TO EXPORT ALL 2,756 COMMENTS FOR ONLY $11",,,,,,
,,,,,,
,,,,,,
,,Name (click to view profile),Date,Likes,Comment,(view source)
61,,catherine_official_account,21/03/22 16:59:22,0,It all begin on this paper,view comment
62,,shilohfaith15,22/03/22 02:39:48,0,shoULdn'T thIs Be iN a mUseUm???? (i fEEl liKE IT bELongS thERE),view comment
63,,luizalannes__,23/03/22 12:04:44,0,mano quem diria,view comment
64,,annax____,27/03/22 16:40:48,0,Moltfort,view comment
65,,lene._bosch,28/03/22 10:37:24,0,Love this song an abosolute jamm,view comment
66,,twzchrissy,28/03/22 16:48:24,0,u have my letter lmao,view comment
67,,adore._.faithhh,30/03/22 12:47:44,0,@fulkdsfw09 ur weird,view comment
68,,adore._.faithhh,30/03/22 12:48:08,0,@fulkdsfw09 are u ok?,view comment
69,,andricatswift,05/04/22 17:01:26,0,you have to improve your writing again 😂😂😂😂😂😂😂😂😂,view comment
70,,iili5s,06/04/22 12:08:35,0,🤮🤮🤮🤮🤢🤮🤮🤮🤮🤢🤢🤮🤮🤢🤢🤮🤮🤮🤢🤢🤮🤢🤮🤮🤢🤮🤮🤮🤮🤮🤢🤢🤢🤮🤮🤢🤮🤮🤮🤢🤮🤮,view comment
71,,a.loaf.of.soph_,06/04/22 12:14:40,0,@iiiilisa5 love how ur commenting on every one of her posts. get a fckin life,view comment
72,,poetg222,06/04/22 21:42:56,0,"Omg I want this framed forever & You should see all song notes/papers, they are just like this with doodles & all ahah someday I'll post my lyrics with my songs I make & pray it'll be 3 sleeps away too.. you & your music inspire me, God bless you Oli 🙏 #pOetG",view comment
73,,2713gisselle,06/04/22 21:59:24,0,😍😍,view comment
74,,zx9id,07/04/22 01:00:14,0,@iiiilisa5 Tae doesn't even know you're on this very funny planet.,view comment
75,,foroozanpanahbad,07/04/22 06:31:35,0,"You were right, this happened @esy_980",view comment
76,,pomtathoe,10/04/22 06:21:35,0,Your pfp is  contrary of your comment,view comment
77,,wccxry,12/04/22 10:56:58,0,تسلم يدك ياعمتي😘🌹,view comment
78,,abid.axmedzade,15/04/22 17:15:56,0,😍Oh🔥,view comment
79,,amishasaini216,16/04/22 09:27:26,0,Not me matching olivia and my handwriting lol its same😂,view comment
80,,scorching_22,23/04/22 09:18:03,0,How you  had written your first lyrics,view comment
81,,silentstrawb,24/04/22 08:46:31,0,"awwww, this is such a cute way to write out lyrics. love you liv!",view comment
82,,tasarms7ean,29/04/22 23:25:12,0,❤️,view comment
83,,sofiaaxisabel,02/05/22 01:46:17,0,The progression🥹,view comment
84,,smilesforrliv,03/05/22 16:45:07,0,💜💜💜💜,view comment
85,,charlinelclr,06/05/22 19:44:13,0,Divers license it’s just>>>>>,view comment
86,,deepshit.etc,07/05/22 02:24:08,0,this is so interesting we need more of these original writings!!!,view comment
87,,sdelayharakiri,21/05/22 08:11:56,0,the best song i ever listened.,view comment
88,,01kty.s,31/05/22 14:49:12,0,@iiiilisa5 déjala en paz,view comment
89,,tija0507,11/06/22 15:47:02,0,I love this song,view comment
90,,tija0507,11/06/22 15:47:55,0,I sang that all summer😽,view comment
91,,goli.dadgar2,17/06/22 18:43:30,0,omg,view comment
92,,goli.dadgar2,17/06/22 18:43:43,0,loveee youuu,view comment
93,,hamzamansuri07,20/06/22 12:52:04,0,i love you😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍,view comment
94,,isidasinjari,30/06/22 13:41:16,0,Ur the best❤️❤️,view comment
95,,mellysafiira,04/07/22 23:05:48,0,❤️,view comment
96,,yugiorca_21,08/07/22 17:24:03,0,hey!!! i draw the same eye mrs,view comment
97,,mellrevolo,23/07/22 14:18:09,0,❤️❤️❤️❤️,view comment
98,,mk.mahsa.439,23/07/22 15:01:45,0,@iili5s 🖕🏻🗿,view comment
99,,coravistain,24/07/22 01:14:05,0,Girl u so smart,view comment
100,,livxmay0,24/07/22 14:36:38,0,🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,view comment
